Source	Target	Weight	EdgeType	SourceType	TargetType
RUNX1	ZNF706	0.000000	D	RUNX1	chr8:102210000
RUNX1	TMEM65	0.000000	D	RUNX1	chr8:125380000
RUNX1	NDUFB9;TATDN1	0.000000	D	RUNX1	chr8:125550000
RUNX1	ZNF572	0.000000	D	RUNX1	chr8:125980000
RUNX1	SQLE	0.000000	D	RUNX1	chr8:126010000
RUNX1	FAM49B	0.000000	D	RUNX1	chr8:131020000
RUNX1	AGO2	0.000000	D	RUNX1	chr8:141640000
RUNX1	PTK2	0.000000	D	RUNX1	chr8:142010000
RUNX1	DENND3	0.000000	D	RUNX1	chr8:142130000
RUNX1	RAB11FIP1	0.000000	D	RUNX1	chr8:37750000
RUNX1	EIF4EBP1	0.000000	D	RUNX1	chr8:37880000
RUNX1	BAG4;LSM1	0.000000	D	RUNX1	chr8:38030000
RUNX1	FSBP	0.000000	D	RUNX1	chr8:95440000
RUNX1	DPY19L4	0.000000	D	RUNX1	chr8:95730000
RUNX1	CCNE2	0.000000	D	RUNX1	chr8:95900000
RUNX1	TP53INP1	0.000000	D	RUNX1	chr8:95960000
RUNX1	C8orf37	0.000000	D	RUNX1	chr8:96280000
MEIS1	ZNF706	0.000000	D	MEIS1	chr8:102210000
MEIS1	ZNF572	0.000000	D	MEIS1	chr8:125980000
MEIS1	SQLE	0.000000	D	MEIS1	chr8:126010000
MEIS1	INTS10	0.000000	D	MEIS1	chr8:19670000
MEIS1	DPY19L4	0.000000	D	MEIS1	chr8:95730000
MEIS1	CCNE2	0.000000	D	MEIS1	chr8:95900000
MEIS1	TP53INP1	0.000000	D	MEIS1	chr8:95960000
MEIS1	C8orf37	0.000000	D	MEIS1	chr8:96280000
TBX15	ZNF572	0.000000	D	TBX15	chr8:125980000
TBX15	SQLE	0.000000	D	TBX15	chr8:126010000
TBX15	PTK2	0.000000	D	TBX15	chr8:142010000
TBX15	DENND3	0.000000	D	TBX15	chr8:142130000
TBX15	PTP4A3	0.000000	D	TBX15	chr8:142430000
FOXB1	NCALD	0.000000	D	FOXB1	chr8:103130000
FOXB1	RRM2B	0.000000	D	FOXB1	chr8:103250000
FOXB1	UBR5	0.000000	D	FOXB1	chr8:103420000
FOXB1	KLF10	0.000000	D	FOXB1	chr8:103660000
FOXB1	AZIN1	0.000000	D	FOXB1	chr8:103870000
FOXB1	ATP6V1C1	0.000000	D	FOXB1	chr8:104030000
FOXB1	ZNF572	0.000000	D	FOXB1	chr8:125980000
FOXB1	SQLE	0.000000	D	FOXB1	chr8:126010000
FOXB1	ELP3	0.000000	D	FOXB1	chr8:27940000
FOXB1	RAB11FIP1	0.000000	D	FOXB1	chr8:37750000
FOXB1	EIF4EBP1	0.000000	D	FOXB1	chr8:37880000
FOXB1	BAG4;LSM1	0.000000	D	FOXB1	chr8:38030000
FOXB1	E2F5	0.000000	D	FOXB1	chr8:86080000
FOXB1	FSBP	0.000000	D	FOXB1	chr8:95440000
NFE2L1	ZNF572	0.000000	D	NFE2L1	chr8:125980000
NFE2L1	SQLE	0.000000	D	NFE2L1	chr8:126010000
NFE2L1	FAM49B	0.000000	D	NFE2L1	chr8:131020000
NFE2L1	AGO2	0.000000	D	NFE2L1	chr8:141640000
NFE2L1	PTK2	0.000000	D	NFE2L1	chr8:142010000
FOXO4	NCALD	0.000000	D	FOXO4	chr8:103130000
FOXO4	RRM2B	0.000000	D	FOXO4	chr8:103250000
FOXO4	UBR5	0.000000	D	FOXO4	chr8:103420000
FOXO4	KLF10	0.000000	D	FOXO4	chr8:103660000
FOXO4	AZIN1	0.000000	D	FOXO4	chr8:103870000
FOXO4	ATP6V1C1	0.000000	D	FOXO4	chr8:104030000
FOXO4	TMEM65	0.000000	D	FOXO4	chr8:125380000
FOXO4	NDUFB9;TATDN1	0.000000	D	FOXO4	chr8:125550000
FOXO4	ZNF572	0.000000	D	FOXO4	chr8:125980000
FOXO4	SQLE	0.000000	D	FOXO4	chr8:126010000
FOXO4	AGO2	0.000000	D	FOXO4	chr8:141640000
FOXO4	PTK2	0.000000	D	FOXO4	chr8:142010000
FOXO4	ELP3	0.000000	D	FOXO4	chr8:27940000
FOXO4	RAB11FIP1	0.000000	D	FOXO4	chr8:37750000
FOXO4	EIF4EBP1	0.000000	D	FOXO4	chr8:37880000
FOXO4	BAG4;LSM1	0.000000	D	FOXO4	chr8:38030000
FOXO3	RRM2B	0.000000	D	FOXO3	chr8:103250000
FOXO3	UBR5	0.000000	D	FOXO3	chr8:103420000
FOXO3	KLF10	0.000000	D	FOXO3	chr8:103660000
FOXO3	AZIN1	0.000000	D	FOXO3	chr8:103870000
FOXO3	ATP6V1C1	0.000000	D	FOXO3	chr8:104030000
FOXO3	TMEM65	0.000000	D	FOXO3	chr8:125380000
FOXO3	NDUFB9;TATDN1	0.000000	D	FOXO3	chr8:125550000
FOXO3	ZNF572	0.000000	D	FOXO3	chr8:125980000
FOXO3	SQLE	0.000000	D	FOXO3	chr8:126010000
FOXO3	FAM49B	0.000000	D	FOXO3	chr8:131020000
FOXO3	AGO2	0.000000	D	FOXO3	chr8:141640000
FOXO3	PTK2	0.000000	D	FOXO3	chr8:142010000
FOXO3	DENND3	0.000000	D	FOXO3	chr8:142130000
FOXO3	PTP4A3	0.000000	D	FOXO3	chr8:142430000
FOXO3	ELP3	0.000000	D	FOXO3	chr8:27940000
FOXO3	RAB11FIP1	0.000000	D	FOXO3	chr8:37750000
FOXO3	EIF4EBP1	0.000000	D	FOXO3	chr8:37880000
FOXO3	BAG4;LSM1	0.000000	D	FOXO3	chr8:38030000
FOXO3	FSBP	0.000000	D	FOXO3	chr8:95440000
SPIC	ZNF706	0.000000	D	SPIC	chr8:102210000
SPIC	NCALD	0.000000	D	SPIC	chr8:103130000
SPIC	RRM2B	0.000000	D	SPIC	chr8:103250000
SPIC	UBR5	0.000000	D	SPIC	chr8:103420000
SPIC	TMEM65	0.000000	D	SPIC	chr8:125380000
SPIC	NDUFB9;TATDN1	0.000000	D	SPIC	chr8:125550000
SPIC	ZNF572	0.000000	D	SPIC	chr8:125980000
SPIC	SQLE	0.000000	D	SPIC	chr8:126010000
SPIC	FAM49B	0.000000	D	SPIC	chr8:131020000
SPIC	AGO2	0.000000	D	SPIC	chr8:141640000
SPIC	PTK2	0.000000	D	SPIC	chr8:142010000
SPIC	DENND3	0.000000	D	SPIC	chr8:142130000
SPIC	PTP4A3	0.000000	D	SPIC	chr8:142430000
SPIC	INTS10	0.000000	D	SPIC	chr8:19670000
SPIC	ELP3	0.000000	D	SPIC	chr8:27940000
SPIC	RAB11FIP1	0.000000	D	SPIC	chr8:37750000
SPIC	EIF4EBP1	0.000000	D	SPIC	chr8:37880000
