Source	Target	Weight	EdgeType	SourceType	TargetType
ELF3	CCNL2	0.000000	D	ELF3	chr1:1330000
ELF3	PDE4DIP	0.000000	D	ELF3	chr1:145070000
ELF3	PDZK1	0.000000	D	ELF3	chr1:145720000
ELF3	MRPS21	0.000000	D	ELF3	chr1:150260000
ELF3	EIF4G3	0.000000	D	ELF3	chr1:21500000
ELF3	KHDRBS1	0.000000	D	ELF3	chr1:32470000
ELF3	TXLNA	0.000000	D	ELF3	chr1:32640000
ELF3	IQCC	0.000000	D	ELF3	chr1:32670000
ELF3	EIF3I;TMEM234	0.000000	D	ELF3	chr1:32680000
ELF3	HDAC1	0.000000	D	ELF3	chr1:32750000
ELF3	MARCKSL1	0.000000	D	ELF3	chr1:32800000
ELF3	BSDC1	0.000000	D	ELF3	chr1:32860000
ELF5	CCNL2	0.000000	D	ELF5	chr1:1330000
ELF5	PDE4DIP	0.000000	D	ELF5	chr1:145070000
ELF5	PDZK1	0.000000	D	ELF5	chr1:145720000
ELF5	MRPS21	0.000000	D	ELF5	chr1:150260000
ELF5	EIF4G3	0.000000	D	ELF5	chr1:21500000
ELF5	KHDRBS1	0.000000	D	ELF5	chr1:32470000
ELF5	TXLNA	0.000000	D	ELF5	chr1:32640000
ELF5	IQCC	0.000000	D	ELF5	chr1:32670000
ELF5	EIF3I;TMEM234	0.000000	D	ELF5	chr1:32680000
ELF5	HDAC1	0.000000	D	ELF5	chr1:32750000
ELF5	MARCKSL1	0.000000	D	ELF5	chr1:32800000
ELF5	BSDC1	0.000000	D	ELF5	chr1:32860000
ELF5	ALG6	0.000000	D	ELF5	chr1:63830000
ELF5	EFCAB7;ITGB3BP	0.000000	D	ELF5	chr1:63980000
ONECUT1	PDE4DIP	0.000000	D	ONECUT1	chr1:145070000
ONECUT1	PDZK1	0.000000	D	ONECUT1	chr1:145720000
ONECUT1	MRPS21	0.000000	D	ONECUT1	chr1:150260000
ONECUT1	EIF4G3	0.000000	D	ONECUT1	chr1:21500000
ONECUT1	KHDRBS1	0.000000	D	ONECUT1	chr1:32470000
ONECUT1	TXLNA	0.000000	D	ONECUT1	chr1:32640000
ONECUT1	IQCC	0.000000	D	ONECUT1	chr1:32670000
ONECUT1	EIF3I;TMEM234	0.000000	D	ONECUT1	chr1:32680000
ONECUT1	HDAC1	0.000000	D	ONECUT1	chr1:32750000
ONECUT1	MARCKSL1	0.000000	D	ONECUT1	chr1:32800000
ONECUT1	BSDC1	0.000000	D	ONECUT1	chr1:32860000
ONECUT1	ALG6	0.000000	D	ONECUT1	chr1:63830000
ONECUT1	EFCAB7;ITGB3BP	0.000000	D	ONECUT1	chr1:63980000
CCNL2	PDZK1	0.000000	U	chr1:1330000	chr1:145720000
CCNL2	EIF4G3	0.000000	U	chr1:1330000	chr1:21500000
CCNL2	KHDRBS1	0.000000	U	chr1:1330000	chr1:32470000
CCNL2	TXLNA	0.000000	U	chr1:1330000	chr1:32640000
CCNL2	IQCC	0.000000	U	chr1:1330000	chr1:32670000
CCNL2	EIF3I;TMEM234	0.000000	U	chr1:1330000	chr1:32680000
CCNL2	HDAC1	0.000000	U	chr1:1330000	chr1:32750000
CCNL2	MARCKSL1	0.000000	U	chr1:1330000	chr1:32800000
CCNL2	EFCAB7;ITGB3BP	0.000000	U	chr1:1330000	chr1:63980000
PDE4DIP	EIF4G3	0.000000	U	chr1:145070000	chr1:21500000
PDE4DIP	KHDRBS1	0.000000	U	chr1:145070000	chr1:32470000
PDE4DIP	TXLNA	0.000000	U	chr1:145070000	chr1:32640000
PDE4DIP	IQCC	0.000000	U	chr1:145070000	chr1:32670000
PDE4DIP	EIF3I;TMEM234	0.000000	U	chr1:145070000	chr1:32680000
PDE4DIP	HDAC1	0.000000	U	chr1:145070000	chr1:32750000
PDE4DIP	BSDC1	0.000000	U	chr1:145070000	chr1:32860000
PDE4DIP	EFCAB7;ITGB3BP	0.000000	U	chr1:145070000	chr1:63980000
PDZK1	MRPS21	0.000000	U	chr1:145720000	chr1:150260000
PDZK1	EIF4G3	0.000000	U	chr1:145720000	chr1:21500000
PDZK1	IQCC	0.000000	U	chr1:145720000	chr1:32670000
PDZK1	BSDC1	0.000000	U	chr1:145720000	chr1:32860000
PDZK1	ALG6	0.000000	U	chr1:145720000	chr1:63830000
MRPS21	EIF4G3	0.000000	U	chr1:150260000	chr1:21500000
MRPS21	KHDRBS1	0.000000	U	chr1:150260000	chr1:32470000
MRPS21	HDAC1	0.000000	U	chr1:150260000	chr1:32750000
MRPS21	EFCAB7;ITGB3BP	0.000000	U	chr1:150260000	chr1:63980000
EIF4G3	KHDRBS1	0.000000	U	chr1:21500000	chr1:32470000
EIF4G3	HDAC1	0.000000	U	chr1:21500000	chr1:32750000
EIF4G3	MARCKSL1	0.000000	U	chr1:21500000	chr1:32800000
EIF4G3	ALG6	0.000000	U	chr1:21500000	chr1:63830000
KHDRBS1	TXLNA	0.000000	U	chr1:32470000	chr1:32640000
KHDRBS1	IQCC	0.000000	U	chr1:32470000	chr1:32670000
KHDRBS1	EIF3I;TMEM234	0.000000	U	chr1:32470000	chr1:32680000
KHDRBS1	MARCKSL1	0.000000	U	chr1:32470000	chr1:32800000
KHDRBS1	BSDC1	0.000000	U	chr1:32470000	chr1:32860000
KHDRBS1	EFCAB7;ITGB3BP	0.000000	U	chr1:32470000	chr1:63980000
TXLNA	IQCC	0.000000	U	chr1:32640000	chr1:32670000
TXLNA	EIF3I;TMEM234	0.000000	U	chr1:32640000	chr1:32680000
TXLNA	HDAC1	0.000000	U	chr1:32640000	chr1:32750000
TXLNA	MARCKSL1	0.000000	U	chr1:32640000	chr1:32800000
TXLNA	BSDC1	0.000000	U	chr1:32640000	chr1:32860000
IQCC	EIF3I;TMEM234	0.000000	U	chr1:32670000	chr1:32680000
IQCC	HDAC1	0.000000	U	chr1:32670000	chr1:32750000
IQCC	MARCKSL1	0.000000	U	chr1:32670000	chr1:32800000
IQCC	BSDC1	0.000000	U	chr1:32670000	chr1:32860000
EIF3I;TMEM234	HDAC1	0.000000	U	chr1:32680000	chr1:32750000
EIF3I;TMEM234	MARCKSL1	0.000000	U	chr1:32680000	chr1:32800000
EIF3I;TMEM234	BSDC1	0.000000	U	chr1:32680000	chr1:32860000
EIF3I;TMEM234	ALG6	0.000000	U	chr1:32680000	chr1:63830000
HDAC1	MARCKSL1	0.000000	U	chr1:32750000	chr1:32800000
HDAC1	BSDC1	0.000000	U	chr1:32750000	chr1:32860000
MARCKSL1	BSDC1	0.000000	U	chr1:32800000	chr1:32860000
