Source	Target	Weight	EdgeType	SourceType	TargetType
BCL6B	SORL1	0.000000	D	BCL6B	chr11:121320000
BCL6B	APBB1	0.000000	D	BCL6B	chr11:6440000
BCL6B	TPP1	0.000000	D	BCL6B	chr11:6640000
BCL6B	MRPL17	0.000000	D	BCL6B	chr11:6700000
BCL6B	YPEL2	0.000000	D	BCL6B	chr17:57400000
BCL6B	DHX40	0.000000	D	BCL6B	chr17:57640000
BCL6B	CLTC	0.000000	D	BCL6B	chr17:57690000
BCL6B	PTRH2;VMP1	0.000000	D	BCL6B	chr17:57780000
BCL6B	RPS6KB1;TUBD1	0.000000	D	BCL6B	chr17:57970000
BCL6B	RNFT1	0.000000	D	BCL6B	chr17:58040000
BCL6B	HEATR6	0.000000	D	BCL6B	chr17:58150000
BCL6B	BCAS3	0.000000	D	BCL6B	chr17:58750000
BCL6B	KDSR	0.000000	D	BCL6B	chr18:61030000
BCL6B	MBP	0.000000	D	BCL6B	chr18:74840000
FOXJ1	AMPD3	0.000000	D	FOXJ1	chr11:10470000
FOXJ1	SC5D	0.000000	D	FOXJ1	chr11:121160000
FOXJ1	SORL1	0.000000	D	FOXJ1	chr11:121320000
FOXJ1	APBB1	0.000000	D	FOXJ1	chr11:6440000
FOXJ1	TPP1	0.000000	D	FOXJ1	chr11:6640000
FOXJ1	MRPL17	0.000000	D	FOXJ1	chr11:6700000
FOXJ1	MED17	0.000000	D	FOXJ1	chr11:93510000
FOXJ1	YPEL2	0.000000	D	FOXJ1	chr17:57400000
FOXJ1	DHX40	0.000000	D	FOXJ1	chr17:57640000
FOXJ1	CLTC	0.000000	D	FOXJ1	chr17:57690000
FOXJ1	PTRH2;VMP1	0.000000	D	FOXJ1	chr17:57780000
FOXJ1	RPS6KB1;TUBD1	0.000000	D	FOXJ1	chr17:57970000
FOXJ1	RNFT1	0.000000	D	FOXJ1	chr17:58040000
FOXJ1	HEATR6	0.000000	D	FOXJ1	chr17:58150000
FOXJ1	MAPRE2	0.000000	D	FOXJ1	chr18:32550000
FOXJ1	C18orf32;RPL17;RPL17-C18orf32	0.000000	D	FOXJ1	chr18:47010000
FOXJ1	ME2	0.000000	D	FOXJ1	chr18:48400000
FOXJ1	SMAD4	0.000000	D	FOXJ1	chr18:48550000
FOXJ1	MEX3C	0.000000	D	FOXJ1	chr18:48720000
FOXJ1	PHLPP1	0.000000	D	FOXJ1	chr18:60380000
FOXJ1	KDSR	0.000000	D	FOXJ1	chr18:61030000
FOXJ1	MBP	0.000000	D	FOXJ1	chr18:74840000
NKX6-1	AMPD3	0.000000	D	NKX6-1	chr11:10470000
NKX6-1	APBB1	0.000000	D	NKX6-1	chr11:6440000
NKX6-1	TPP1	0.000000	D	NKX6-1	chr11:6640000
NKX6-1	MRPL17	0.000000	D	NKX6-1	chr11:6700000
NKX6-1	YPEL2	0.000000	D	NKX6-1	chr17:57400000
NKX6-1	DHX40	0.000000	D	NKX6-1	chr17:57640000
NKX6-1	CLTC	0.000000	D	NKX6-1	chr17:57690000
NKX6-1	PTRH2;VMP1	0.000000	D	NKX6-1	chr17:57780000
NKX6-1	RPS6KB1;TUBD1	0.000000	D	NKX6-1	chr17:57970000
NKX6-1	RNFT1	0.000000	D	NKX6-1	chr17:58040000
NKX6-1	HEATR6	0.000000	D	NKX6-1	chr17:58150000
NKX6-1	MAPRE2	0.000000	D	NKX6-1	chr18:32550000
NKX6-1	C18orf32;RPL17;RPL17-C18orf32	0.000000	D	NKX6-1	chr18:47010000
NKX6-1	ME2	0.000000	D	NKX6-1	chr18:48400000
NKX6-1	SMAD4	0.000000	D	NKX6-1	chr18:48550000
NKX6-1	MEX3C	0.000000	D	NKX6-1	chr18:48720000
NKX6-1	PHLPP1	0.000000	D	NKX6-1	chr18:60380000
NKX6-1	KDSR	0.000000	D	NKX6-1	chr18:61030000
NKX6-1	MBP	0.000000	D	NKX6-1	chr18:74840000
MEOX2	SC5D	0.000000	D	MEOX2	chr11:121160000
MEOX2	SORL1	0.000000	D	MEOX2	chr11:121320000
MEOX2	APBB1	0.000000	D	MEOX2	chr11:6440000
MEOX2	TPP1	0.000000	D	MEOX2	chr11:6640000
MEOX2	MRPL17	0.000000	D	MEOX2	chr11:6700000
MEOX2	MED17	0.000000	D	MEOX2	chr11:93510000
MEOX2	YPEL2	0.000000	D	MEOX2	chr17:57400000
MEOX2	DHX40	0.000000	D	MEOX2	chr17:57640000
MEOX2	CLTC	0.000000	D	MEOX2	chr17:57690000
MEOX2	PTRH2;VMP1	0.000000	D	MEOX2	chr17:57780000
MEOX2	RPS6KB1;TUBD1	0.000000	D	MEOX2	chr17:57970000
MEOX2	RNFT1	0.000000	D	MEOX2	chr17:58040000
MEOX2	HEATR6	0.000000	D	MEOX2	chr17:58150000
MEOX2	BCAS3	0.000000	D	MEOX2	chr17:58750000
MEOX2	MAPRE2	0.000000	D	MEOX2	chr18:32550000
MEOX2	C18orf32;RPL17;RPL17-C18orf32	0.000000	D	MEOX2	chr18:47010000
MEOX2	ME2	0.000000	D	MEOX2	chr18:48400000
MEOX2	SMAD4	0.000000	D	MEOX2	chr18:48550000
MEOX2	MEX3C	0.000000	D	MEOX2	chr18:48720000
IRX3	AMPD3	0.000000	D	IRX3	chr11:10470000
IRX3	APBB1	0.000000	D	IRX3	chr11:6440000
IRX3	TPP1	0.000000	D	IRX3	chr11:6640000
IRX3	MRPL17	0.000000	D	IRX3	chr11:6700000
IRX3	YPEL2	0.000000	D	IRX3	chr17:57400000
IRX3	DHX40	0.000000	D	IRX3	chr17:57640000
IRX3	CLTC	0.000000	D	IRX3	chr17:57690000
IRX3	PTRH2;VMP1	0.000000	D	IRX3	chr17:57780000
IRX3	RPS6KB1;TUBD1	0.000000	D	IRX3	chr17:57970000
IRX3	RNFT1	0.000000	D	IRX3	chr17:58040000
IRX3	HEATR6	0.000000	D	IRX3	chr17:58150000
IRX3	BCAS3	0.000000	D	IRX3	chr17:58750000
IRX3	PHLPP1	0.000000	D	IRX3	chr18:60380000
IRX3	MBP	0.000000	D	IRX3	chr18:74840000
AMPD3	SORL1	0.000000	U	chr11:10470000	chr11:121320000
AMPD3	APBB1	0.000000	U	chr11:10470000	chr11:6440000
AMPD3	TPP1	0.000000	U	chr11:10470000	chr11:6640000
AMPD3	MRPL17	0.000000	U	chr11:10470000	chr11:6700000
