Source	Target	Weight	EdgeType	SourceType	TargetType
NFE2L1	SASH3	0.000000	D	NFE2L1	chrX:128910000
NFE2L1	ZDHHC9	0.000000	D	NFE2L1	chrX:128970000
NFE2L1	UTP14A	0.000000	D	NFE2L1	chrX:129040000
NFE2L1	BCORL1	0.000000	D	NFE2L1	chrX:129130000
NFE2L1	ELF4	0.000000	D	NFE2L1	chrX:129240000
NFE2L1	AIFM1	0.000000	D	NFE2L1	chrX:129290000
NFE2L1	RAB33A	0.000000	D	NFE2L1	chrX:129300000
NFE2L1	ZNF280C	0.000000	D	NFE2L1	chrX:129400000
SPI1	SASH3	0.000000	D	SPI1	chrX:128910000
SPI1	ZDHHC9	0.000000	D	SPI1	chrX:128970000
SPI1	UTP14A	0.000000	D	SPI1	chrX:129040000
SPI1	BCORL1	0.000000	D	SPI1	chrX:129130000
SPI1	ELF4	0.000000	D	SPI1	chrX:129240000
SPI1	AIFM1	0.000000	D	SPI1	chrX:129290000
SPI1	RAB33A	0.000000	D	SPI1	chrX:129300000
SPI1	ZNF280C	0.000000	D	SPI1	chrX:129400000
GFI1	SASH3	0.000000	D	GFI1	chrX:128910000
GFI1	ZDHHC9	0.000000	D	GFI1	chrX:128970000
GFI1	UTP14A	0.000000	D	GFI1	chrX:129040000
GFI1	BCORL1	0.000000	D	GFI1	chrX:129130000
GFI1	ELF4	0.000000	D	GFI1	chrX:129240000
GFI1	AIFM1	0.000000	D	GFI1	chrX:129290000
GFI1	RAB33A	0.000000	D	GFI1	chrX:129300000
GFI1	ZNF280C	0.000000	D	GFI1	chrX:129400000
FOXJ3	SASH3	0.000000	D	FOXJ3	chrX:128910000
FOXJ3	ZDHHC9	0.000000	D	FOXJ3	chrX:128970000
FOXJ3	UTP14A	0.000000	D	FOXJ3	chrX:129040000
FOXJ3	BCORL1	0.000000	D	FOXJ3	chrX:129130000
FOXJ3	ELF4	0.000000	D	FOXJ3	chrX:129240000
FOXJ3	AIFM1	0.000000	D	FOXJ3	chrX:129290000
FOXJ3	RAB33A	0.000000	D	FOXJ3	chrX:129300000
FOXJ3	ZNF280C	0.000000	D	FOXJ3	chrX:129400000
FOXA1	SASH3	0.000000	D	FOXA1	chrX:128910000
FOXA1	ZDHHC9	0.000000	D	FOXA1	chrX:128970000
FOXA1	UTP14A	0.000000	D	FOXA1	chrX:129040000
FOXA1	BCORL1	0.000000	D	FOXA1	chrX:129130000
FOXA1	ELF4	0.000000	D	FOXA1	chrX:129240000
FOXA1	AIFM1	0.000000	D	FOXA1	chrX:129290000
FOXA1	RAB33A	0.000000	D	FOXA1	chrX:129300000
FOXA1	ZNF280C	0.000000	D	FOXA1	chrX:129400000
ZKSCAN3	SASH3	0.000000	D	ZKSCAN3	chrX:128910000
ZKSCAN3	ZDHHC9	0.000000	D	ZKSCAN3	chrX:128970000
ZKSCAN3	UTP14A	0.000000	D	ZKSCAN3	chrX:129040000
ZKSCAN3	BCORL1	0.000000	D	ZKSCAN3	chrX:129130000
ZKSCAN3	ELF4	0.000000	D	ZKSCAN3	chrX:129240000
ZKSCAN3	AIFM1	0.000000	D	ZKSCAN3	chrX:129290000
ZKSCAN3	RAB33A	0.000000	D	ZKSCAN3	chrX:129300000
ZKSCAN3	ZNF280C	0.000000	D	ZKSCAN3	chrX:129400000
SASH3	ELF4	0.000000	U	chrX:128910000	chrX:129240000
SASH3	AIFM1	0.000000	U	chrX:128910000	chrX:129290000
SASH3	RAB33A	0.000000	U	chrX:128910000	chrX:129300000
SASH3	ZNF280C	0.000000	U	chrX:128910000	chrX:129400000
ZDHHC9	UTP14A	0.000000	U	chrX:128970000	chrX:129040000
ZDHHC9	BCORL1	0.000000	U	chrX:128970000	chrX:129130000
ZDHHC9	ELF4	0.000000	U	chrX:128970000	chrX:129240000
ZDHHC9	AIFM1	0.000000	U	chrX:128970000	chrX:129290000
ZDHHC9	RAB33A	0.000000	U	chrX:128970000	chrX:129300000
UTP14A	BCORL1	0.000000	U	chrX:129040000	chrX:129130000
UTP14A	ELF4	0.000000	U	chrX:129040000	chrX:129240000
UTP14A	AIFM1	0.000000	U	chrX:129040000	chrX:129290000
UTP14A	RAB33A	0.000000	U	chrX:129040000	chrX:129300000
ELF4	AIFM1	0.000000	U	chrX:129240000	chrX:129290000
ELF4	RAB33A	0.000000	U	chrX:129240000	chrX:129300000
ELF4	ZNF280C	0.000000	U	chrX:129240000	chrX:129400000
AIFM1	RAB33A	0.000000	U	chrX:129290000	chrX:129300000
RAB33A	ZNF280C	0.000000	U	chrX:129300000	chrX:129400000
