Source	Target	Weight	EdgeType	SourceType	TargetType
MAF	ANGPTL6;PPAN;PPAN-P2RY11	0.000000	D	MAF	chr19:10210000
MAF	FCHO1	0.000000	D	MAF	chr19:17850000
MAF	JAK3	0.000000	D	MAF	chr19:17950000
MAF	ARRDC2	0.000000	D	MAF	chr19:18110000
MAF	IL12RB1;MAST3	0.000000	D	MAF	chr19:18200000
MAF	TOMM40	0.000000	D	MAF	chr19:45390000
MAF	TRPM4	0.000000	D	MAF	chr19:49660000
MAF	CD37	0.000000	D	MAF	chr19:49830000
MAF	ALDH16A1;PIH1D1	0.000000	D	MAF	chr19:49950000
MAF	FLT3LG	0.000000	D	MAF	chr19:49970000
MAF	FCGRT	0.000000	D	MAF	chr19:50010000
MAF	NOSIP	0.000000	D	MAF	chr19:50080000
MAF	RRAS;SCAF1	0.000000	D	MAF	chr19:50140000
MAF	BCL2L12;IRF3	0.000000	D	MAF	chr19:50160000
MAF	PRMT1	0.000000	D	MAF	chr19:50180000
MAF	AP2A1	0.000000	D	MAF	chr19:50270000
MAF	FUZ	0.000000	D	MAF	chr19:50310000
FOXO6	ANGPTL6;PPAN;PPAN-P2RY11	0.000000	D	FOXO6	chr19:10210000
FOXO6	FCHO1	0.000000	D	FOXO6	chr19:17850000
FOXO6	JAK3	0.000000	D	FOXO6	chr19:17950000
FOXO6	ARRDC2	0.000000	D	FOXO6	chr19:18110000
FOXO6	IL12RB1;MAST3	0.000000	D	FOXO6	chr19:18200000
FOXO6	TOMM40	0.000000	D	FOXO6	chr19:45390000
FOXO6	ALDH16A1;PIH1D1	0.000000	D	FOXO6	chr19:49950000
FOXO6	FLT3LG	0.000000	D	FOXO6	chr19:49970000
FOXO6	FCGRT	0.000000	D	FOXO6	chr19:50010000
FOXO6	NOSIP	0.000000	D	FOXO6	chr19:50080000
FOXO6	RRAS;SCAF1	0.000000	D	FOXO6	chr19:50140000
FOXO6	BCL2L12;IRF3	0.000000	D	FOXO6	chr19:50160000
FOXO6	PRMT1	0.000000	D	FOXO6	chr19:50180000
FOXO6	AP2A1	0.000000	D	FOXO6	chr19:50270000
FOXO6	FUZ	0.000000	D	FOXO6	chr19:50310000
SPZ1	ANGPTL6;PPAN;PPAN-P2RY11	0.000000	D	SPZ1	chr19:10210000
SPZ1	ARRDC2	0.000000	D	SPZ1	chr19:18110000
SPZ1	IL12RB1;MAST3	0.000000	D	SPZ1	chr19:18200000
SPZ1	TOMM40	0.000000	D	SPZ1	chr19:45390000
SPZ1	TRPM4	0.000000	D	SPZ1	chr19:49660000
SPZ1	CD37	0.000000	D	SPZ1	chr19:49830000
SPZ1	ALDH16A1;PIH1D1	0.000000	D	SPZ1	chr19:49950000
SPZ1	FLT3LG	0.000000	D	SPZ1	chr19:49970000
SPZ1	FCGRT	0.000000	D	SPZ1	chr19:50010000
SPZ1	NOSIP	0.000000	D	SPZ1	chr19:50080000
SPZ1	RRAS;SCAF1	0.000000	D	SPZ1	chr19:50140000
SPZ1	BCL2L12;IRF3	0.000000	D	SPZ1	chr19:50160000
SPZ1	PRMT1	0.000000	D	SPZ1	chr19:50180000
SPZ1	AP2A1	0.000000	D	SPZ1	chr19:50270000
SPZ1	FUZ	0.000000	D	SPZ1	chr19:50310000
EP300	ANGPTL6;PPAN;PPAN-P2RY11	0.000000	D	EP300	chr19:10210000
EP300	FCHO1	0.000000	D	EP300	chr19:17850000
EP300	JAK3	0.000000	D	EP300	chr19:17950000
EP300	ARRDC2	0.000000	D	EP300	chr19:18110000
EP300	IL12RB1;MAST3	0.000000	D	EP300	chr19:18200000
EP300	CD37	0.000000	D	EP300	chr19:49830000
EP300	ALDH16A1;PIH1D1	0.000000	D	EP300	chr19:49950000
EP300	FLT3LG	0.000000	D	EP300	chr19:49970000
EP300	FCGRT	0.000000	D	EP300	chr19:50010000
EP300	NOSIP	0.000000	D	EP300	chr19:50080000
EP300	RRAS;SCAF1	0.000000	D	EP300	chr19:50140000
EP300	BCL2L12;IRF3	0.000000	D	EP300	chr19:50160000
EP300	PRMT1	0.000000	D	EP300	chr19:50180000
EP300	AP2A1	0.000000	D	EP300	chr19:50270000
EP300	FUZ	0.000000	D	EP300	chr19:50310000
CEBPA	ANGPTL6;PPAN;PPAN-P2RY11	0.000000	D	CEBPA	chr19:10210000
CEBPA	JAK3	0.000000	D	CEBPA	chr19:17950000
CEBPA	ARRDC2	0.000000	D	CEBPA	chr19:18110000
CEBPA	IL12RB1;MAST3	0.000000	D	CEBPA	chr19:18200000
CEBPA	ALDH16A1;PIH1D1	0.000000	D	CEBPA	chr19:49950000
CEBPA	FLT3LG	0.000000	D	CEBPA	chr19:49970000
CEBPA	FCGRT	0.000000	D	CEBPA	chr19:50010000
CEBPA	NOSIP	0.000000	D	CEBPA	chr19:50080000
CEBPA	RRAS;SCAF1	0.000000	D	CEBPA	chr19:50140000
CEBPA	BCL2L12;IRF3	0.000000	D	CEBPA	chr19:50160000
CEBPA	PRMT1	0.000000	D	CEBPA	chr19:50180000
CEBPA	AP2A1	0.000000	D	CEBPA	chr19:50270000
CEBPA	FUZ	0.000000	D	CEBPA	chr19:50310000
EGR4	ANGPTL6;PPAN;PPAN-P2RY11	0.000000	D	EGR4	chr19:10210000
EGR4	FCHO1	0.000000	D	EGR4	chr19:17850000
EGR4	JAK3	0.000000	D	EGR4	chr19:17950000
EGR4	ARRDC2	0.000000	D	EGR4	chr19:18110000
EGR4	IL12RB1;MAST3	0.000000	D	EGR4	chr19:18200000
EGR4	ALDH16A1;PIH1D1	0.000000	D	EGR4	chr19:49950000
EGR4	FLT3LG	0.000000	D	EGR4	chr19:49970000
EGR4	FCGRT	0.000000	D	EGR4	chr19:50010000
EGR4	NOSIP	0.000000	D	EGR4	chr19:50080000
EGR4	RRAS;SCAF1	0.000000	D	EGR4	chr19:50140000
EGR4	BCL2L12;IRF3	0.000000	D	EGR4	chr19:50160000
EGR4	PRMT1	0.000000	D	EGR4	chr19:50180000
EGR4	AP2A1	0.000000	D	EGR4	chr19:50270000
EGR4	FUZ	0.000000	D	EGR4	chr19:50310000
ELF2	ANGPTL6;PPAN;PPAN-P2RY11	0.000000	D	ELF2	chr19:10210000
ELF2	FCHO1	0.000000	D	ELF2	chr19:17850000
ELF2	JAK3	0.000000	D	ELF2	chr19:17950000
ELF2	ARRDC2	0.000000	D	ELF2	chr19:18110000
ELF2	IL12RB1;MAST3	0.000000	D	ELF2	chr19:18200000
ELF2	TOMM40	0.000000	D	ELF2	chr19:45390000
ELF2	TRPM4	0.000000	D	ELF2	chr19:49660000
ELF2	CD37	0.000000	D	ELF2	chr19:49830000
ELF2	ALDH16A1;PIH1D1	0.000000	D	ELF2	chr19:49950000
ELF2	FLT3LG	0.000000	D	ELF2	chr19:49970000
ELF2	FCGRT	0.000000	D	ELF2	chr19:50010000
ELF2	NOSIP	0.000000	D	ELF2	chr19:50080000
ELF2	RRAS;SCAF1	0.000000	D	ELF2	chr19:50140000
ELF2	BCL2L12;IRF3	0.000000	D	ELF2	chr19:50160000
ELF2	PRMT1	0.000000	D	ELF2	chr19:50180000
ELF2	AP2A1	0.000000	D	ELF2	chr19:50270000
ELF2	FUZ	0.000000	D	ELF2	chr19:50310000
ANGPTL6;PPAN;PPAN-P2RY11	JAK3	0.000000	U	chr19:10210000	chr19:17950000
ANGPTL6;PPAN;PPAN-P2RY11	TOMM40	0.000000	U	chr19:10210000	chr19:45390000
ANGPTL6;PPAN;PPAN-P2RY11	TRPM4	0.000000	U	chr19:10210000	chr19:49660000
ANGPTL6;PPAN;PPAN-P2RY11	CD37	0.000000	U	chr19:10210000	chr19:49830000
ANGPTL6;PPAN;PPAN-P2RY11	ALDH16A1;PIH1D1	0.000000	U	chr19:10210000	chr19:49950000
ANGPTL6;PPAN;PPAN-P2RY11	FLT3LG	0.000000	U	chr19:10210000	chr19:49970000
ANGPTL6;PPAN;PPAN-P2RY11	NOSIP	0.000000	U	chr19:10210000	chr19:50080000
ANGPTL6;PPAN;PPAN-P2RY11	RRAS;SCAF1	0.000000	U	chr19:10210000	chr19:50140000
