Source	Target	Weight	EdgeType	SourceType	TargetType
SOX21	UTP20	0.000000	D	SOX21	chr12:101670000
SOX21	KSR2	0.000000	D	SOX21	chr12:118400000
SOX21	RFC5	0.000000	D	SOX21	chr12:118450000
SOX21	WSB2	0.000000	D	SOX21	chr12:118490000
SOX21	VSIG10	0.000000	D	SOX21	chr12:118540000
SOX21	PEBP1	0.000000	D	SOX21	chr12:118570000
SOX21	SUDS3;TAOK3	0.000000	D	SOX21	chr12:118810000
SOX21	ABCB9;OGFOD2	0.000000	D	SOX21	chr12:123450000
SOX21	ARL6IP4	0.000000	D	SOX21	chr12:123460000
SOX21	PITPNM2	0.000000	D	SOX21	chr12:123590000
SOX21	C12orf65	0.000000	D	SOX21	chr12:123710000
SOX21	CDK2AP1	0.000000	D	SOX21	chr12:123750000
SOX21	RILPL2	0.000000	D	SOX21	chr12:123920000
SOX21	SNRNP35	0.000000	D	SOX21	chr12:123940000
SOX21	RILPL1	0.000000	D	SOX21	chr12:124010000
SOX21	TMED2	0.000000	D	SOX21	chr12:124060000
SOX21	DDX55	0.000000	D	SOX21	chr12:124080000
SOX21	EIF2B1;GTF2H3	0.000000	D	SOX21	chr12:124110000
SOX21	TCTN2	0.000000	D	SOX21	chr12:124150000
SOX21	ATP6V0A2	0.000000	D	SOX21	chr12:124190000
SOX21	RIMBP2	0.000000	D	SOX21	chr12:131000000
SOX21	STX2	0.000000	D	SOX21	chr12:131320000
SOX21	RAN	0.000000	D	SOX21	chr12:131350000
SOX21	C12orf60;WBP11	0.000000	D	SOX21	chr12:14950000
SOX21	KCNA6	0.000000	D	SOX21	chr12:4910000
SOX21	LRIG3	0.000000	D	SOX21	chr12:59310000
SOX21	CCT2	0.000000	D	SOX21	chr12:69970000
SOX21	SUCLA2	0.000000	D	SOX21	chr13:48570000
SOX21	NUDT15	0.000000	D	SOX21	chr13:48610000
SOX21	MED4	0.000000	D	SOX21	chr13:48660000
SOX21	ITM2B	0.000000	D	SOX21	chr13:48800000
SOX21	RB1	0.000000	D	SOX21	chr13:48870000
SOX21	RCBTB2	0.000000	D	SOX21	chr13:49100000
SOX21	SEC22A	0.000000	D	SOX21	chr3:122920000
SOX21	ADCY5	0.000000	D	SOX21	chr3:123160000
SOX21	EPHB1	0.000000	D	SOX21	chr3:134510000
SOX21	SLC9A9	0.000000	D	SOX21	chr3:143560000
SOX21	WWTR1	0.000000	D	SOX21	chr3:149420000
SOX21	COMMD2	0.000000	D	SOX21	chr3:149470000
SOX21	ABHD6	0.000000	D	SOX21	chr3:58220000
SOX21	RPP14	0.000000	D	SOX21	chr3:58290000
SOX21	PXK	0.000000	D	SOX21	chr3:58310000
SOX21	PDHB	0.000000	D	SOX21	chr3:58410000
SOX21	SLC16A10	0.000000	D	SOX21	chr6:111400000
SOX21	HSF2	0.000000	D	SOX21	chr6:122720000
SOX21	PKIB;SERINC1	0.000000	D	SOX21	chr6:122790000
SOX21	EDN1	0.000000	D	SOX21	chr6:12290000
SOX21	RNF217	0.000000	D	SOX21	chr6:125280000
SOX21	HDDC2	0.000000	D	SOX21	chr6:125620000
SOX21	VNN2	0.000000	D	SOX21	chr6:133080000
SOX21	STXBP5	0.000000	D	SOX21	chr6:147520000
SOX21	CNKSR3	0.000000	D	SOX21	chr6:154830000
SOX21	EZR	0.000000	D	SOX21	chr6:159240000
SOX21	C6orf99	0.000000	D	SOX21	chr6:159290000
