Source	Target	Weight	EdgeType	SourceType	TargetType
FOXI1	SLC25A28	0.000000	D	FOXI1	chr10:101380000
FOXI1	ENTPD7	0.000000	D	FOXI1	chr10:101410000
FOXI1	COX15;CUTC	0.000000	D	FOXI1	chr10:101490000
FOXI1	ABCC2	0.000000	D	FOXI1	chr10:101540000
FOXI1	DNMBP	0.000000	D	FOXI1	chr10:101760000
FOXI1	ERLIN1	0.000000	D	FOXI1	chr10:101940000
FOXI1	CHUK	0.000000	D	FOXI1	chr10:101980000
FOXI1	CWF19L1	0.000000	D	FOXI1	chr10:102020000
FOXI1	BLOC1S2	0.000000	D	FOXI1	chr10:102040000
FOXI1	SCD	0.000000	D	FOXI1	chr10:102100000
FOXI1	TUBAL3	0.000000	D	FOXI1	chr10:5440000
FOXI1	ZNF365	0.000000	D	FOXI1	chr10:64130000
FOXI1	ADO	0.000000	D	FOXI1	chr10:64560000
FOXI1	EGR2	0.000000	D	FOXI1	chr10:64570000
FOXI1	NRBF2	0.000000	D	FOXI1	chr10:64890000
FOXI1	EIF4EBP2	0.000000	D	FOXI1	chr10:72160000
FOXI1	C10orf54	0.000000	D	FOXI1	chr10:73530000
FOXI1	PSAP	0.000000	D	FOXI1	chr10:73610000
FOXI1	CHST3	0.000000	D	FOXI1	chr10:73720000
FOXI1	ANAPC16;ASCC1	0.000000	D	FOXI1	chr10:73970000
FOXI1	CMKLR1	0.000000	D	FOXI1	chr12:108730000
FOXI1	SELPLG	0.000000	D	FOXI1	chr12:109020000
FOXI1	SSH1	0.000000	D	FOXI1	chr12:109250000
FOXI1	LEMD3	0.000000	D	FOXI1	chr12:65560000
FOXI1	UBE2N	0.000000	D	FOXI1	chr12:93830000
POU1F1	SLC25A28	0.000000	D	POU1F1	chr10:101380000
POU1F1	ENTPD7	0.000000	D	POU1F1	chr10:101410000
POU1F1	COX15;CUTC	0.000000	D	POU1F1	chr10:101490000
POU1F1	ABCC2	0.000000	D	POU1F1	chr10:101540000
POU1F1	DNMBP	0.000000	D	POU1F1	chr10:101760000
POU1F1	ERLIN1	0.000000	D	POU1F1	chr10:101940000
POU1F1	CHUK	0.000000	D	POU1F1	chr10:101980000
POU1F1	CWF19L1	0.000000	D	POU1F1	chr10:102020000
POU1F1	BLOC1S2	0.000000	D	POU1F1	chr10:102040000
POU1F1	SCD	0.000000	D	POU1F1	chr10:102100000
POU1F1	CLRN3	0.000000	D	POU1F1	chr10:129690000
POU1F1	LRRC27;STK32C	0.000000	D	POU1F1	chr10:134140000
POU1F1	INPP5A	0.000000	D	POU1F1	chr10:134350000
POU1F1	NKX6-2	0.000000	D	POU1F1	chr10:134590000
POU1F1	TUBAL3	0.000000	D	POU1F1	chr10:5440000
POU1F1	ZNF365	0.000000	D	POU1F1	chr10:64130000
POU1F1	ADO	0.000000	D	POU1F1	chr10:64560000
