Source	Target	Weight	EdgeType	SourceType	TargetType
ZBTB49	TVP23A	0.000000	D	ZBTB49	chr16:10910000
ZBTB49	SOCS1	0.000000	D	ZBTB49	chr16:11350000
ZBTB49	RMI2	0.000000	D	ZBTB49	chr16:11430000
ZBTB49	NDUFAB1	0.000000	D	ZBTB49	chr16:23600000
ZBTB49	ZNF267	0.000000	D	ZBTB49	chr16:31880000
ZBTB49	SRL	0.000000	D	ZBTB49	chr16:4290000
ZBTB49	MT1G;MT1H	0.000000	D	ZBTB49	chr16:56700000
ZBTB49	HERPUD1	0.000000	D	ZBTB49	chr16:56960000
ZBTB49	NLRC5	0.000000	D	ZBTB49	chr16:57050000
ZBTB49	CPNE2	0.000000	D	ZBTB49	chr16:57120000
ZBTB49	FAM192A	0.000000	D	ZBTB49	chr16:57210000
ZBTB49	RSPRY1	0.000000	D	ZBTB49	chr16:57220000
ZBTB49	ARL2BP	0.000000	D	ZBTB49	chr16:57270000
ZBTB49	PLLP	0.000000	D	ZBTB49	chr16:57310000
ZBTB49	CCL22	0.000000	D	ZBTB49	chr16:57390000
ZBTB49	CX3CL1	0.000000	D	ZBTB49	chr16:57400000
ZBTB49	CIAPIN1;COQ9	0.000000	D	ZBTB49	chr16:57480000
ZBTB49	POLR2C	0.000000	D	ZBTB49	chr16:57490000
ZBTB49	DOK4	0.000000	D	ZBTB49	chr16:57520000
ZBTB49	CCDC102A	0.000000	D	ZBTB49	chr16:57570000
ZBTB49	GAN	0.000000	D	ZBTB49	chr16:81340000
ZBTB49	CMIP	0.000000	D	ZBTB49	chr16:81470000
ZBTB49	PLCG2	0.000000	D	ZBTB49	chr16:81810000
ZBTB49	SDR42E1	0.000000	D	ZBTB49	chr16:82040000
EBF1	TVP23A	0.000000	D	EBF1	chr16:10910000
EBF1	SOCS1	0.000000	D	EBF1	chr16:11350000
EBF1	RMI2	0.000000	D	EBF1	chr16:11430000
EBF1	TXNDC11	0.000000	D	EBF1	chr16:11830000
EBF1	ZC3H7A	0.000000	D	EBF1	chr16:11890000
EBF1	RSL1D1	0.000000	D	EBF1	chr16:11940000
EBF1	GSPT1	0.000000	D	EBF1	chr16:12010000
EBF1	TNFRSF17	0.000000	D	EBF1	chr16:12050000
EBF1	SRL	0.000000	D	EBF1	chr16:4290000
EBF1	MT1G;MT1H	0.000000	D	EBF1	chr16:56700000
EBF1	HERPUD1	0.000000	D	EBF1	chr16:56960000
EBF1	NLRC5	0.000000	D	EBF1	chr16:57050000
EBF1	CPNE2	0.000000	D	EBF1	chr16:57120000
EBF1	FAM192A	0.000000	D	EBF1	chr16:57210000
EBF1	RSPRY1	0.000000	D	EBF1	chr16:57220000
EBF1	ARL2BP	0.000000	D	EBF1	chr16:57270000
EBF1	PLLP	0.000000	D	EBF1	chr16:57310000
EBF1	CCL22	0.000000	D	EBF1	chr16:57390000
EBF1	CX3CL1	0.000000	D	EBF1	chr16:57400000
EBF1	CIAPIN1;COQ9	0.000000	D	EBF1	chr16:57480000
EBF1	POLR2C	0.000000	D	EBF1	chr16:57490000
EBF1	DOK4	0.000000	D	EBF1	chr16:57520000
EBF1	CCDC102A	0.000000	D	EBF1	chr16:57570000
EBF1	USB1;ZNF319	0.000000	D	EBF1	chr16:58030000
EBF1	CBFB	0.000000	D	EBF1	chr16:67060000
EBF1	C16orf70	0.000000	D	EBF1	chr16:67140000
EBF1	GAN	0.000000	D	EBF1	chr16:81340000
EBF1	CMIP	0.000000	D	EBF1	chr16:81470000
EBF1	PLCG2	0.000000	D	EBF1	chr16:81810000
EBF1	SDR42E1	0.000000	D	EBF1	chr16:82040000
EBF1	COTL1	0.000000	D	EBF1	chr16:84650000
EBF1	USP10	0.000000	D	EBF1	chr16:84730000
EBF1	CRISPLD2	0.000000	D	EBF1	chr16:84850000
