Source	Target	Weight	EdgeType	SourceType	TargetType
ERF	PSMA5	0.000000	D	ERF	chr1:109960000
ERF	ATXN7L2	0.000000	D	ERF	chr1:110020000
ERF	CYB561D1	0.000000	D	ERF	chr1:110030000
ERF	AMIGO1	0.000000	D	ERF	chr1:110050000
ERF	GNAI3	0.000000	D	ERF	chr1:110090000
ERF	AMPD2	0.000000	D	ERF	chr1:110160000
ERF	GSTM4	0.000000	D	ERF	chr1:110190000
ERF	GSTM2	0.000000	D	ERF	chr1:110210000
ERF	GSTM1	0.000000	D	ERF	chr1:110230000
ERF	GSTM5	0.000000	D	ERF	chr1:110250000
ERF	EPS8L3	0.000000	D	ERF	chr1:110300000
ERF	STRIP1	0.000000	D	ERF	chr1:110570000
ERF	LEMD1	0.000000	D	ERF	chr1:205390000
ERF	CDK18	0.000000	D	ERF	chr1:205470000
ERF	ELK4	0.000000	D	ERF	chr1:205600000
ERF	SLC45A3	0.000000	D	ERF	chr1:205640000
ERF	NUCKS1	0.000000	D	ERF	chr1:205710000
ERF	C1orf74	0.000000	D	ERF	chr1:209950000
ERF	ENAH	0.000000	D	ERF	chr1:225840000
ERF	SRP9	0.000000	D	ERF	chr1:225960000
ERF	TMEM63A	0.000000	D	ERF	chr1:226070000
ERF	PYCR2	0.000000	D	ERF	chr1:226110000
ERF	SDE2	0.000000	D	ERF	chr1:226180000
ERF	H3F3A	0.000000	D	ERF	chr1:226250000
ERF	SYF2	0.000000	D	ERF	chr1:25550000
ERF	TMEM57	0.000000	D	ERF	chr1:25750000
ERF	SEPN1	0.000000	D	ERF	chr1:26120000
ERF	MTFR1L	0.000000	D	ERF	chr1:26140000
ERF	AUNIP	0.000000	D	ERF	chr1:26180000
ERF	STMN1	0.000000	D	ERF	chr1:26230000
ERF	MED8;SZT2	0.000000	D	ERF	chr1:43850000
ELF3	PSMA5	0.000000	D	ELF3	chr1:109960000
ELF3	ATXN7L2	0.000000	D	ELF3	chr1:110020000
ELF3	CYB561D1	0.000000	D	ELF3	chr1:110030000
ELF3	AMIGO1	0.000000	D	ELF3	chr1:110050000
ELF3	GNAI3	0.000000	D	ELF3	chr1:110090000
ELF3	AMPD2	0.000000	D	ELF3	chr1:110160000
ELF3	GSTM4	0.000000	D	ELF3	chr1:110190000
ELF3	GSTM2	0.000000	D	ELF3	chr1:110210000
ELF3	GSTM1	0.000000	D	ELF3	chr1:110230000
ELF3	GSTM5	0.000000	D	ELF3	chr1:110250000
ELF3	EPS8L3	0.000000	D	ELF3	chr1:110300000
ELF3	STRIP1	0.000000	D	ELF3	chr1:110570000
ELF3	HIST2H2AA4;HIST2H3A	0.000000	D	ELF3	chr1:149820000
ELF3	ELK4	0.000000	D	ELF3	chr1:205600000
ELF3	C1orf74	0.000000	D	ELF3	chr1:209950000
ELF3	SYF2	0.000000	D	ELF3	chr1:25550000
ELF3	TMEM57	0.000000	D	ELF3	chr1:25750000
ELF3	SEPN1	0.000000	D	ELF3	chr1:26120000
ELF3	MTFR1L	0.000000	D	ELF3	chr1:26140000
ELF3	AUNIP	0.000000	D	ELF3	chr1:26180000
ELF3	STMN1	0.000000	D	ELF3	chr1:26230000
ELF3	MED8;SZT2	0.000000	D	ELF3	chr1:43850000
ELF3	PARS2	0.000000	D	ELF3	chr1:55230000
ELF5	PSMA5	0.000000	D	ELF5	chr1:109960000
ELF5	ATXN7L2	0.000000	D	ELF5	chr1:110020000
ELF5	CYB561D1	0.000000	D	ELF5	chr1:110030000
ELF5	AMIGO1	0.000000	D	ELF5	chr1:110050000
ELF5	GNAI3	0.000000	D	ELF5	chr1:110090000
ELF5	AMPD2	0.000000	D	ELF5	chr1:110160000
ELF5	GSTM4	0.000000	D	ELF5	chr1:110190000
ELF5	GSTM2	0.000000	D	ELF5	chr1:110210000
ELF5	GSTM1	0.000000	D	ELF5	chr1:110230000
ELF5	GSTM5	0.000000	D	ELF5	chr1:110250000
ELF5	EPS8L3	0.000000	D	ELF5	chr1:110300000
ELF5	STRIP1	0.000000	D	ELF5	chr1:110570000
ELF5	HIST2H2AA4;HIST2H3A	0.000000	D	ELF5	chr1:149820000
ELF5	LEMD1	0.000000	D	ELF5	chr1:205390000
ELF5	CDK18	0.000000	D	ELF5	chr1:205470000
ELF5	ELK4	0.000000	D	ELF5	chr1:205600000
ELF5	SLC45A3	0.000000	D	ELF5	chr1:205640000
ELF5	NUCKS1	0.000000	D	ELF5	chr1:205710000
ELF5	C1orf74	0.000000	D	ELF5	chr1:209950000
ELF5	ENAH	0.000000	D	ELF5	chr1:225840000
ELF5	SRP9	0.000000	D	ELF5	chr1:225960000
ELF5	TMEM63A	0.000000	D	ELF5	chr1:226070000
ELF5	PYCR2	0.000000	D	ELF5	chr1:226110000
ELF5	SDE2	0.000000	D	ELF5	chr1:226180000
ELF5	H3F3A	0.000000	D	ELF5	chr1:226250000
ELF5	GRHL3	0.000000	D	ELF5	chr1:24640000
ELF5	SYF2	0.000000	D	ELF5	chr1:25550000
ELF5	TMEM57	0.000000	D	ELF5	chr1:25750000
ELF5	SEPN1	0.000000	D	ELF5	chr1:26120000
ELF5	MTFR1L	0.000000	D	ELF5	chr1:26140000
ELF5	AUNIP	0.000000	D	ELF5	chr1:26180000
ELF5	STMN1	0.000000	D	ELF5	chr1:26230000
ELF5	MED8;SZT2	0.000000	D	ELF5	chr1:43850000
ELF5	PARS2	0.000000	D	ELF5	chr1:55230000
TBP	C1orf194;KIAA1324	0.000000	D	TBP	chr1:109650000
TBP	PSRC1	0.000000	D	TBP	chr1:109820000
TBP	PSMA5	0.000000	D	TBP	chr1:109960000
TBP	ATXN7L2	0.000000	D	TBP	chr1:110020000
TBP	CYB561D1	0.000000	D	TBP	chr1:110030000
TBP	AMIGO1	0.000000	D	TBP	chr1:110050000
TBP	GNAI3	0.000000	D	TBP	chr1:110090000
TBP	AMPD2	0.000000	D	TBP	chr1:110160000
TBP	GSTM4	0.000000	D	TBP	chr1:110190000
TBP	GSTM2	0.000000	D	TBP	chr1:110210000
TBP	GSTM1	0.000000	D	TBP	chr1:110230000
TBP	GSTM5	0.000000	D	TBP	chr1:110250000
TBP	EPS8L3	0.000000	D	TBP	chr1:110300000
TBP	STRIP1	0.000000	D	TBP	chr1:110570000
TBP	HIST2H2AA4;HIST2H3A	0.000000	D	TBP	chr1:149820000
TBP	LEMD1	0.000000	D	TBP	chr1:205390000
TBP	CDK18	0.000000	D	TBP	chr1:205470000
TBP	ELK4	0.000000	D	TBP	chr1:205600000
TBP	SLC45A3	0.000000	D	TBP	chr1:205640000
TBP	NUCKS1	0.000000	D	TBP	chr1:205710000
TBP	C1orf74	0.000000	D	TBP	chr1:209950000
TBP	ENAH	0.000000	D	TBP	chr1:225840000
TBP	SRP9	0.000000	D	TBP	chr1:225960000
TBP	TMEM63A	0.000000	D	TBP	chr1:226070000
TBP	PYCR2	0.000000	D	TBP	chr1:226110000
TBP	SDE2	0.000000	D	TBP	chr1:226180000
TBP	H3F3A	0.000000	D	TBP	chr1:226250000
TBP	GRHL3	0.000000	D	TBP	chr1:24640000
TBP	SYF2	0.000000	D	TBP	chr1:25550000
TBP	TMEM57	0.000000	D	TBP	chr1:25750000
TBP	SEPN1	0.000000	D	TBP	chr1:26120000
TBP	MTFR1L	0.000000	D	TBP	chr1:26140000
TBP	AUNIP	0.000000	D	TBP	chr1:26180000
TBP	STMN1	0.000000	D	TBP	chr1:26230000
TBP	MED8;SZT2	0.000000	D	TBP	chr1:43850000
TBP	PARS2	0.000000	D	TBP	chr1:55230000
IKZF2	C1orf194;KIAA1324	0.000000	D	IKZF2	chr1:109650000
IKZF2	PSRC1	0.000000	D	IKZF2	chr1:109820000
IKZF2	PSMA5	0.000000	D	IKZF2	chr1:109960000
IKZF2	ATXN7L2	0.000000	D	IKZF2	chr1:110020000
IKZF2	CYB561D1	0.000000	D	IKZF2	chr1:110030000
IKZF2	AMIGO1	0.000000	D	IKZF2	chr1:110050000
IKZF2	GNAI3	0.000000	D	IKZF2	chr1:110090000
IKZF2	AMPD2	0.000000	D	IKZF2	chr1:110160000
IKZF2	GSTM4	0.000000	D	IKZF2	chr1:110190000
IKZF2	GSTM2	0.000000	D	IKZF2	chr1:110210000
IKZF2	GSTM1	0.000000	D	IKZF2	chr1:110230000
IKZF2	GSTM5	0.000000	D	IKZF2	chr1:110250000
IKZF2	EPS8L3	0.000000	D	IKZF2	chr1:110300000
IKZF2	STRIP1	0.000000	D	IKZF2	chr1:110570000
IKZF2	HIST2H2AA4;HIST2H3A	0.000000	D	IKZF2	chr1:149820000
IKZF2	LEMD1	0.000000	D	IKZF2	chr1:205390000
IKZF2	CDK18	0.000000	D	IKZF2	chr1:205470000
IKZF2	ELK4	0.000000	D	IKZF2	chr1:205600000
IKZF2	SLC45A3	0.000000	D	IKZF2	chr1:205640000
IKZF2	NUCKS1	0.000000	D	IKZF2	chr1:205710000
IKZF2	C1orf74	0.000000	D	IKZF2	chr1:209950000
IKZF2	ENAH	0.000000	D	IKZF2	chr1:225840000
IKZF2	SRP9	0.000000	D	IKZF2	chr1:225960000
IKZF2	TMEM63A	0.000000	D	IKZF2	chr1:226070000
IKZF2	PYCR2	0.000000	D	IKZF2	chr1:226110000
IKZF2	SDE2	0.000000	D	IKZF2	chr1:226180000
IKZF2	H3F3A	0.000000	D	IKZF2	chr1:226250000
IKZF2	GRHL3	0.000000	D	IKZF2	chr1:24640000
IKZF2	SYF2	0.000000	D	IKZF2	chr1:25550000
IKZF2	TMEM57	0.000000	D	IKZF2	chr1:25750000
IKZF2	SEPN1	0.000000	D	IKZF2	chr1:26120000
IKZF2	MTFR1L	0.000000	D	IKZF2	chr1:26140000
IKZF2	AUNIP	0.000000	D	IKZF2	chr1:26180000
IKZF2	STMN1	0.000000	D	IKZF2	chr1:26230000
IKZF2	MED8;SZT2	0.000000	D	IKZF2	chr1:43850000
IKZF2	PARS2	0.000000	D	IKZF2	chr1:55230000
C1orf194;KIAA1324	PSMA5	0.000000	U	chr1:109650000	chr1:109960000
C1orf194;KIAA1324	ATXN7L2	0.000000	U	chr1:109650000	chr1:110020000
C1orf194;KIAA1324	CYB561D1	0.000000	U	chr1:109650000	chr1:110030000
C1orf194;KIAA1324	AMIGO1	0.000000	U	chr1:109650000	chr1:110050000
C1orf194;KIAA1324	GNAI3	0.000000	U	chr1:109650000	chr1:110090000
C1orf194;KIAA1324	AMPD2	0.000000	U	chr1:109650000	chr1:110160000
C1orf194;KIAA1324	GSTM1	0.000000	U	chr1:109650000	chr1:110230000
C1orf194;KIAA1324	STRIP1	0.000000	U	chr1:109650000	chr1:110570000
C1orf194;KIAA1324	LEMD1	0.000000	U	chr1:109650000	chr1:205390000
C1orf194;KIAA1324	TMEM63A	0.000000	U	chr1:109650000	chr1:226070000
C1orf194;KIAA1324	TMEM57	0.000000	U	chr1:109650000	chr1:25750000
C1orf194;KIAA1324	MED8;SZT2	0.000000	U	chr1:109650000	chr1:43850000
C1orf194;KIAA1324	PARS2	0.000000	U	chr1:109650000	chr1:55230000
PSRC1	PSMA5	0.000000	U	chr1:109820000	chr1:109960000
PSRC1	ATXN7L2	0.000000	U	chr1:109820000	chr1:110020000
PSRC1	CYB561D1	0.000000	U	chr1:109820000	chr1:110030000
PSRC1	AMIGO1	0.000000	U	chr1:109820000	chr1:110050000
PSRC1	GNAI3	0.000000	U	chr1:109820000	chr1:110090000
PSRC1	AMPD2	0.000000	U	chr1:109820000	chr1:110160000
PSRC1	GSTM4	0.000000	U	chr1:109820000	chr1:110190000
PSRC1	GSTM2	0.000000	U	chr1:109820000	chr1:110210000
PSRC1	GSTM5	0.000000	U	chr1:109820000	chr1:110250000
PSRC1	EPS8L3	0.000000	U	chr1:109820000	chr1:110300000
PSRC1	STRIP1	0.000000	U	chr1:109820000	chr1:110570000
PSRC1	LEMD1	0.000000	U	chr1:109820000	chr1:205390000
PSRC1	NUCKS1	0.000000	U	chr1:109820000	chr1:205710000
PSRC1	TMEM63A	0.000000	U	chr1:109820000	chr1:226070000
PSRC1	SYF2	0.000000	U	chr1:109820000	chr1:25550000
PSRC1	TMEM57	0.000000	U	chr1:109820000	chr1:25750000
PSRC1	MED8;SZT2	0.000000	U	chr1:109820000	chr1:43850000
PSRC1	PARS2	0.000000	U	chr1:109820000	chr1:55230000
PSMA5	ATXN7L2	0.000000	U	chr1:109960000	chr1:110020000
PSMA5	CYB561D1	0.000000	U	chr1:109960000	chr1:110030000
PSMA5	AMIGO1	0.000000	U	chr1:109960000	chr1:110050000
PSMA5	GNAI3	0.000000	U	chr1:109960000	chr1:110090000
PSMA5	AMPD2	0.000000	U	chr1:109960000	chr1:110160000
PSMA5	GSTM4	0.000000	U	chr1:109960000	chr1:110190000
PSMA5	GSTM2	0.000000	U	chr1:109960000	chr1:110210000
PSMA5	GSTM1	0.000000	U	chr1:109960000	chr1:110230000
PSMA5	EPS8L3	0.000000	U	chr1:109960000	chr1:110300000
PSMA5	STRIP1	0.000000	U	chr1:109960000	chr1:110570000
PSMA5	SLC45A3	0.000000	U	chr1:109960000	chr1:205640000
PSMA5	C1orf74	0.000000	U	chr1:109960000	chr1:209950000
