Source	Target	Weight	EdgeType	SourceType	TargetType
SOX21	SEC22A	0.000000	D	SOX21	chr3:122920000
SOX21	ADCY5	0.000000	D	SOX21	chr3:123160000
SOX21	EPHB1	0.000000	D	SOX21	chr3:134510000
SOX21	SLC9A9	0.000000	D	SOX21	chr3:143560000
SOX21	WWTR1	0.000000	D	SOX21	chr3:149420000
SOX21	COMMD2	0.000000	D	SOX21	chr3:149470000
SOX21	ABHD6	0.000000	D	SOX21	chr3:58220000
SOX21	RPP14	0.000000	D	SOX21	chr3:58290000
SOX21	PXK	0.000000	D	SOX21	chr3:58310000
SOX21	PDHB	0.000000	D	SOX21	chr3:58410000
SOX17	SEC22A	0.000000	D	SOX17	chr3:122920000
SOX17	ADCY5	0.000000	D	SOX17	chr3:123160000
SOX17	EPHB1	0.000000	D	SOX17	chr3:134510000
SOX17	SLC9A9	0.000000	D	SOX17	chr3:143560000
SOX17	WWTR1	0.000000	D	SOX17	chr3:149420000
SOX17	COMMD2	0.000000	D	SOX17	chr3:149470000
SOX17	ABHD6	0.000000	D	SOX17	chr3:58220000
SOX17	RPP14	0.000000	D	SOX17	chr3:58290000
SOX17	PXK	0.000000	D	SOX17	chr3:58310000
SOX17	PDHB	0.000000	D	SOX17	chr3:58410000
TBX1	WWTR1	0.000000	D	TBX1	chr3:149420000
TBX1	COMMD2	0.000000	D	TBX1	chr3:149470000
SEC22A	ABHD6	0.000000	U	chr3:122920000	chr3:58220000
SEC22A	RPP14	0.000000	U	chr3:122920000	chr3:58290000
SEC22A	PXK	0.000000	U	chr3:122920000	chr3:58310000
SEC22A	PDHB	0.000000	U	chr3:122920000	chr3:58410000
ADCY5	COMMD2	0.000000	U	chr3:123160000	chr3:149470000
ADCY5	ABHD6	0.000000	U	chr3:123160000	chr3:58220000
ADCY5	RPP14	0.000000	U	chr3:123160000	chr3:58290000
EPHB1	SLC9A9	0.000000	U	chr3:134510000	chr3:143560000
EPHB1	WWTR1	0.000000	U	chr3:134510000	chr3:149420000
EPHB1	RPP14	0.000000	U	chr3:134510000	chr3:58290000
EPHB1	PXK	0.000000	U	chr3:134510000	chr3:58310000
SLC9A9	WWTR1	0.000000	U	chr3:143560000	chr3:149420000
SLC9A9	COMMD2	0.000000	U	chr3:143560000	chr3:149470000
SLC9A9	ABHD6	0.000000	U	chr3:143560000	chr3:58220000
SLC9A9	RPP14	0.000000	U	chr3:143560000	chr3:58290000
SLC9A9	PDHB	0.000000	U	chr3:143560000	chr3:58410000
WWTR1	RPP14	0.000000	U	chr3:149420000	chr3:58290000
WWTR1	PXK	0.000000	U	chr3:149420000	chr3:58310000
WWTR1	PDHB	0.000000	U	chr3:149420000	chr3:58410000
ABHD6	RPP14	0.000000	U	chr3:58220000	chr3:58290000
ABHD6	PXK	0.000000	U	chr3:58220000	chr3:58310000
ABHD6	PDHB	0.000000	U	chr3:58220000	chr3:58410000
RPP14	PXK	0.000000	U	chr3:58290000	chr3:58310000
RPP14	PDHB	0.000000	U	chr3:58290000	chr3:58410000
PXK	PDHB	0.000000	U	chr3:58310000	chr3:58410000
