Source	Target	Weight	EdgeType	SourceType	TargetType
ZBTB49	POFUT2	0.000000	D	ZBTB49	chr21:46700000
ZBTB49	SLC19A1	0.000000	D	ZBTB49	chr21:46960000
ZBTB49	PCBP3	0.000000	D	ZBTB49	chr21:47260000
ZBTB49	COL6A1	0.000000	D	ZBTB49	chr21:47400000
ZBTB49	SPATC1L	0.000000	D	ZBTB49	chr21:47600000
ZBTB49	LSS	0.000000	D	ZBTB49	chr21:47640000
ETV3	CXADR	0.000000	D	ETV3	chr21:18880000
ETV3	C21orf59	0.000000	D	ETV3	chr21:33980000
ETV3	FAM207A	0.000000	D	ETV3	chr21:46350000
FOXC1	N6AMT1	0.000000	D	FOXC1	chr21:30250000
FOXC1	LTN1	0.000000	D	FOXC1	chr21:30360000
FOXC1	RWDD2B;USP16	0.000000	D	FOXC1	chr21:30390000
FOXC1	CCT8;MAP3K7CL	0.000000	D	FOXC1	chr21:30440000
FOXC1	MX1	0.000000	D	FOXC1	chr21:42790000
FOXC1	UBE2G2	0.000000	D	FOXC1	chr21:46220000
FOXC1	SUMO3	0.000000	D	FOXC1	chr21:46230000
FOXC1	PTTG1IP	0.000000	D	FOXC1	chr21:46290000
FOXC1	ITGB2	0.000000	D	FOXC1	chr21:46340000
FOXC1	FAM207A	0.000000	D	FOXC1	chr21:46350000
FOXC1	ADARB1	0.000000	D	FOXC1	chr21:46490000
FOXC1	POFUT2	0.000000	D	FOXC1	chr21:46700000
FOXC1	SLC19A1	0.000000	D	FOXC1	chr21:46960000
FOXC1	PCBP3	0.000000	D	FOXC1	chr21:47260000
FOXC1	COL6A1	0.000000	D	FOXC1	chr21:47400000
NR2F2	ADARB1	0.000000	D	NR2F2	chr21:46490000
NR2F2	POFUT2	0.000000	D	NR2F2	chr21:46700000
NR2F2	SLC19A1	0.000000	D	NR2F2	chr21:46960000
NR2F2	PCBP3	0.000000	D	NR2F2	chr21:47260000
NR2F2	COL6A1	0.000000	D	NR2F2	chr21:47400000
TLX2	BTG3	0.000000	D	TLX2	chr21:18980000
TLX2	C21orf91	0.000000	D	TLX2	chr21:19190000
TLX2	CCT8;MAP3K7CL	0.000000	D	TLX2	chr21:30440000
TLX2	DSCR4;DSCR8	0.000000	D	TLX2	chr21:39490000
TLX2	KCNJ15	0.000000	D	TLX2	chr21:39600000
TLX2	MX1	0.000000	D	TLX2	chr21:42790000
