Source	Target	Weight	EdgeType	SourceType	TargetType
BHLHE23	PRKAB1	0.000000	D	BHLHE23	chr12:120100000
BHLHE23	CIT	0.000000	D	BHLHE23	chr12:120310000
BHLHE23	RAB35	0.000000	D	BHLHE23	chr12:120550000
BHLHE23	RPLP0	0.000000	D	BHLHE23	chr12:120630000
BHLHE23	PXN	0.000000	D	BHLHE23	chr12:120700000
BHLHE23	COX6A1	0.000000	D	BHLHE23	chr12:120870000
BHLHE23	GATC;TRIAP1	0.000000	D	BHLHE23	chr12:120880000
BHLHE23	DYNLL1;SRSF9	0.000000	D	BHLHE23	chr12:120900000
BHLHE23	CCDC59;METTL25	0.000000	D	BHLHE23	chr12:82750000
BHLHE23	ATP2B1	0.000000	D	BHLHE23	chr12:90040000
OLIG2	PRKAB1	0.000000	D	OLIG2	chr12:120100000
OLIG2	CIT	0.000000	D	OLIG2	chr12:120310000
OLIG2	RAB35	0.000000	D	OLIG2	chr12:120550000
OLIG2	RPLP0	0.000000	D	OLIG2	chr12:120630000
OLIG2	PXN	0.000000	D	OLIG2	chr12:120700000
OLIG2	COX6A1	0.000000	D	OLIG2	chr12:120870000
OLIG2	GATC;TRIAP1	0.000000	D	OLIG2	chr12:120880000
OLIG2	DYNLL1;SRSF9	0.000000	D	OLIG2	chr12:120900000
OLIG2	CCDC59;METTL25	0.000000	D	OLIG2	chr12:82750000
OLIG2	ATP2B1	0.000000	D	OLIG2	chr12:90040000
NEUROG2	PRKAB1	0.000000	D	NEUROG2	chr12:120100000
NEUROG2	CIT	0.000000	D	NEUROG2	chr12:120310000
NEUROG2	RAB35	0.000000	D	NEUROG2	chr12:120550000
NEUROG2	RPLP0	0.000000	D	NEUROG2	chr12:120630000
NEUROG2	PXN	0.000000	D	NEUROG2	chr12:120700000
NEUROG2	COX6A1	0.000000	D	NEUROG2	chr12:120870000
NEUROG2	GATC;TRIAP1	0.000000	D	NEUROG2	chr12:120880000
NEUROG2	DYNLL1;SRSF9	0.000000	D	NEUROG2	chr12:120900000
NEUROG2	ATP2B1	0.000000	D	NEUROG2	chr12:90040000
OLIG3	PRKAB1	0.000000	D	OLIG3	chr12:120100000
OLIG3	CIT	0.000000	D	OLIG3	chr12:120310000
OLIG3	RAB35	0.000000	D	OLIG3	chr12:120550000
OLIG3	RPLP0	0.000000	D	OLIG3	chr12:120630000
OLIG3	PXN	0.000000	D	OLIG3	chr12:120700000
OLIG3	COX6A1	0.000000	D	OLIG3	chr12:120870000
OLIG3	GATC;TRIAP1	0.000000	D	OLIG3	chr12:120880000
OLIG3	DYNLL1;SRSF9	0.000000	D	OLIG3	chr12:120900000
OLIG3	CCDC59;METTL25	0.000000	D	OLIG3	chr12:82750000
OLIG3	ATP2B1	0.000000	D	OLIG3	chr12:90040000
OLIG1	PRKAB1	0.000000	D	OLIG1	chr12:120100000
OLIG1	CIT	0.000000	D	OLIG1	chr12:120310000
OLIG1	RAB35	0.000000	D	OLIG1	chr12:120550000
OLIG1	RPLP0	0.000000	D	OLIG1	chr12:120630000
OLIG1	PXN	0.000000	D	OLIG1	chr12:120700000
OLIG1	COX6A1	0.000000	D	OLIG1	chr12:120870000
OLIG1	GATC;TRIAP1	0.000000	D	OLIG1	chr12:120880000
OLIG1	DYNLL1;SRSF9	0.000000	D	OLIG1	chr12:120900000
OLIG1	CCDC59;METTL25	0.000000	D	OLIG1	chr12:82750000
OLIG1	ATP2B1	0.000000	D	OLIG1	chr12:90040000
BHLHE22	PRKAB1	0.000000	D	BHLHE22	chr12:120100000
BHLHE22	CIT	0.000000	D	BHLHE22	chr12:120310000
BHLHE22	RAB35	0.000000	D	BHLHE22	chr12:120550000
BHLHE22	RPLP0	0.000000	D	BHLHE22	chr12:120630000
BHLHE22	PXN	0.000000	D	BHLHE22	chr12:120700000
BHLHE22	COX6A1	0.000000	D	BHLHE22	chr12:120870000
BHLHE22	GATC;TRIAP1	0.000000	D	BHLHE22	chr12:120880000
BHLHE22	DYNLL1;SRSF9	0.000000	D	BHLHE22	chr12:120900000
BHLHE22	CCDC59;METTL25	0.000000	D	BHLHE22	chr12:82750000
BHLHE22	ATP2B1	0.000000	D	BHLHE22	chr12:90040000
ATOH1	PRKAB1	0.000000	D	ATOH1	chr12:120100000
ATOH1	CIT	0.000000	D	ATOH1	chr12:120310000
ATOH1	RAB35	0.000000	D	ATOH1	chr12:120550000
ATOH1	RPLP0	0.000000	D	ATOH1	chr12:120630000
ATOH1	PXN	0.000000	D	ATOH1	chr12:120700000
ATOH1	COX6A1	0.000000	D	ATOH1	chr12:120870000
ATOH1	GATC;TRIAP1	0.000000	D	ATOH1	chr12:120880000
ATOH1	DYNLL1;SRSF9	0.000000	D	ATOH1	chr12:120900000
ATOH1	CCDC59;METTL25	0.000000	D	ATOH1	chr12:82750000
ATOH1	ATP2B1	0.000000	D	ATOH1	chr12:90040000
PRKAB1	CIT	0.000000	U	chr12:120100000	chr12:120310000
PRKAB1	RAB35	0.000000	U	chr12:120100000	chr12:120550000
PRKAB1	RPLP0	0.000000	U	chr12:120100000	chr12:120630000
PRKAB1	CCDC59;METTL25	0.000000	U	chr12:120100000	chr12:82750000
CIT	RAB35	0.000000	U	chr12:120310000	chr12:120550000
CIT	PXN	0.000000	U	chr12:120310000	chr12:120700000
CIT	CCDC59;METTL25	0.000000	U	chr12:120310000	chr12:82750000
RAB35	RPLP0	0.000000	U	chr12:120550000	chr12:120630000
RAB35	PXN	0.000000	U	chr12:120550000	chr12:120700000
RAB35	ATP2B1	0.000000	U	chr12:120550000	chr12:90040000
